text_akhir,polarity_score,polarity
bagus,-2,negative
best evahh,0,neutral
nice game,6,positive
bagus banget,-1,negative
baguss,0,neutral
good,5,positive
mantap,5,positive
good,5,positive
keren,0,neutral
seru,0,neutral
nih,0,neutral
first downloaded around mb immediately downloaded cg speech audio remaining cg came entered download around mb checked honkai apk size already gb deleted mb data download mb even though deleted mb download mb request mb number deleted mb,-2,negative
please fix bug redownload data ive alredy update times download patch still cant login honkai apps gbits normally thanks,-3,negative
think im gon un instal game today update file size gb try log got stuck scren word conecting network thing like downloading data file update conection work normally im using wifi conection rather fast got stuck conecting network apear stuck noting happen even wait hours honestly like game,-4,negative
please hi developers want update game please dont use size big android game pc game many android players complaining later game dead game keep,6,positive
dont get art book old player hurt doesnt get special reward th anniversary busy play minutes day hope get appreciate play game long time anniversary make bad memory,2,positive
sad changing device playing honkai cant login start screen blank screen please fix help btw device realme pro,-5,negative
cant open game download assets ish mb mb gb data choice next update april dont want reinstall game annoying,-8,negative
dear mihoyowhy must download recources im update applicationits long download already three timesi hate spend quotas hate waitingit must download completed played stop mid progress also start early savedbtw loved gameplay design graphics also storyplss shortcut idea pleasure player,-8,negative
game verry bad server download slow server stable im long time download thr game broken devloper close project game game broken,3,positive
finish downloading data game game turn black screen wait nothing happens black screen please fix bug suggestion download game data playstore wifi signal low download restart finish downloading game data screen turn black,-4,negative
please cross weapons stars weapons theresa battlesuit using cross anymore picture kallen sitting cross stigma kallen hymn,-3,negative
terms story terms graphics already great developers using much storage segi story segi grafik udah mantep developer penyimpanan,-5,negative
network g still download keeps repeating finished downloading screen changes blackscreen,0,neutral
blood effect fighting must changed colorful doesnt become realistic please dont change blood effect blood effect better one please think replacing blood effect,-5,negative
update mb event trus update versi terbaru pas login disuruh update gb u joking ok thats first time download game really event need gb,11,positive
login stuck tulisan honkai impact black screen device asus rog phone,0,neutral
game lu rusak anjink bug pantek download data gede suka bug pantek emang lu tau pantek nggak anjink babiq pantek asuuuu anjink kau mihoyo pantek,-6,negative
first love game im update game playstore game ask downloading hd assets although ive download hd assets gb update download twice wasting internal memory game wasting internal memory also cost internet data celullar provider,7,positive
bug samsara mode tried restart game stopped mihoyo logo splash screen,2,positive
pliss update dont secren time pliss backround wairong long time kidding,0,neutral
menghubungkan jaringan teros ajg uteke ng silitcina pungli kapitalis laknatullah,-1,negative
many bug update please fix mihoyo,-3,negative
edited thanks mihoyo trying switch network download problem connecting network gone thanks help support solve problem,2,positive
download game wifi biar lancar yoo lets goo game always good yo thanks dev,12,positive
cant log game stuck loading screen please fix problem,-5,negative
like game cant give crystals wish mihoyo success quickly advanced wibu games possible dont remove honkai impack android version android phone user way one time even better vlky rank like kiana hov,3,positive
great game awsome story breathtaking grafic pas liat konsumsi ruangnya gb tekan segi konsumsi ruangnya ill thankful gamedev,3,positive
update game gb mulu kyk downlod game,5,positive
mada wakaranai kara gomen ima yatteru kara tanoshimi wa,0,neutral
please apply system patch full resource download maintenance,-3,negative
stuck loading connecting network trus sinyal bagus,-2,negative
kontolllll download udah relog game taeeeeekkkkkk,2,positive
kemaren blackscreen skrg udah ngga thx developer,-2,negative
please fix bug data download bad mihoyo,-10,negative
rip data downloading frustating,-8,negative
game cool please upgrade scene interaction character,1,positive
screen always appear ngruntimeerror failed load streaming asb bla bla bla unityd,0,neutral
problem internet connection finished download mihoyo logo stuck loading tell happen,-4,negative
game yg lumayan detail fresss,3,positive
game good please add event fp player,4,positive
overall good love storyline graphic characters systems also futuristic style good job,12,positive
ketinggalan event ᴗ,-3,negative
lumayan killing time,-1,negative
thank depeloper team bug fixes otw download new resource,5,positive
download data stuck jalan,-3,negative
game kontol doenload asset trs,-3,negative
please mode arena,-3,negative
cant update whay,0,neutral
good game pay win fair game,12,positive
respon wifi please check server,0,neutral
please add xbox one controller support game like pc version,3,positive
must download data game updated,-1,negative
never play game ever,2,positive
good graphic story line,5,positive
nice graphic play friends,7,positive
update hurt always download download error reply download error reply omg,-6,negative
fandom sebelah cringe af mending toel toel kiana,-5,negative
much update,0,neutral
download update twice supposed,0,neutral
noob nge stuck mulu,1,positive
game kontol stuck download,-3,negative
one best games ive played mobile,0,neutral
mantap mkzeh aichan,5,positive
hair aichan update update,0,neutral
size game bener ukuran gb,5,positive
nice like pc update solve problem,0,neutral
thank honkai impact love best,6,positive
pokoknya honkai impact best saiko desu yo,-3,negative
please make easier get valkryies fragments,-3,negative
ok deh game bagus,4,positive
game goodbut please game ringan,2,positive
allways downloaing file even relog,0,neutral
aichan give nice equipment,4,positive
nice keep fix bugs,4,positive
good game recomended,7,positive
best game ever maybe,2,positive
aichan idolaku hiyaaa,0,neutral
help lost account,-1,negative
greedy u genshin,0,neutral
game gg gaming,2,positive
black screen,0,neutral
bug fixed please,-3,negative
stuck screen login,0,neutral
graphic hd much fun game,2,positive
uwah ws game apik tenan kie,2,positive
good game enjoy storyline,10,positive
good game good grafik,12,positive
amazing,0,neutral
game bagus slur dijamin happy,5,positive
arigato ikan emas ai chan,0,neutral
best game,2,positive
good game,7,positive
nice game,6,positive
done thank,4,positive
loading terooooooossssss,0,neutral
best,0,neutral
hird nolife,0,neutral
u gay,0,neutral
nice graphic game nice combat,10,positive
best game ever,2,positive
keren,0,neutral
nice,4,positive
ok,4,positive
bagus,-2,negative
lumayan,-1,negative
nice,4,positive
oh,0,neutral
give free,3,positive
decrease data size best,-2,negative
game best,2,positive
thank fixing bug,4,positive
game make ore uresidesu,2,positive
terbaik anime lover,5,positive
lumayan,-1,negative
gk roh,4,positive
coba dlu,1,positive
mantap jiwa,5,positive
udah bener,2,positive
bagus xd,-2,negative
jos,0,neutral
tingkatkan,0,neutral
suka aja,3,positive
nice game,6,positive
great,3,positive
good game,7,positive
saenapppppppp,0,neutral
mantchap,0,neutral
ok good,9,positive
much bug,0,neutral
bad data,-7,negative
game almpass,2,positive
bug anjing,-4,negative
bagus,-2,negative
game sampah,-2,negative
game tai,-3,negative
amazing,0,neutral
kadang error vangke,-2,negative
best game ever,2,positive
need crystal,0,neutral
geme epic sgad,0,neutral
ai chan bngsd,0,neutral
nice game,6,positive
cool gacha hahaha,2,positive
game grafik hd,2,positive
nice game dude,6,positive
update latest nice,4,positive
best pokoknya,-3,negative
best see ofter,0,neutral
perfect,0,neutral
menyecewakan,0,neutral
asu,0,neutral
login hi pc facebook,1,positive
mantapplah,0,neutral
nice,4,positive
ooh,0,neutral
mantapppp,0,neutral
mantap,5,positive
perfect,0,neutral
dbest,0,neutral
lumayan,-1,negative
ok,4,positive
good,5,positive
good,5,positive
coba,1,positive
bagus,-2,negative
mantabbbb,0,neutral
awesomeeeeeee,0,neutral
good,5,positive
mantap,5,positive
mantul,0,neutral
ok,4,positive
josssss,0,neutral
gud,0,neutral
mantap,5,positive
kawaiii,0,neutral
waw,0,neutral
mantap,5,positive
mantap,5,positive
bagus,-2,negative
good,5,positive
top,5,positive
epic,0,neutral
mantap,5,positive
best,0,neutral
naise,0,neutral
good,5,positive
dabest,0,neutral
gooooddd,0,neutral
mantull,0,neutral
nice,4,positive
nice,4,positive
mantuf,0,neutral
kerennn,0,neutral
mantap,5,positive
nice,4,positive
yay,0,neutral
bagus,-2,negative
good,5,positive
wibu,0,neutral
waw,0,neutral
mantap,5,positive
nice,4,positive
good,5,positive
wow,0,neutral
mantap,5,positive
nice,4,positive
bagus,-2,negative
coba,1,positive
nice nice nice,12,positive
good,5,positive
bagus,-2,negative
mantap,5,positive
perfect,0,neutral
best,0,neutral
bagus,-2,negative
noicee,0,neutral
good,5,positive
good,5,positive
ooooomek,0,neutral
ok,4,positive
wangy wangy,0,neutral
seruuu,0,neutral
gud,0,neutral
amazing,0,neutral
mantap,5,positive
gud,0,neutral
ckep,0,neutral
maantap,0,neutral
nice,4,positive
coool,0,neutral
mantap,5,positive
good,5,positive
seru,0,neutral
oke,2,positive
mantappp,0,neutral
bagus,-2,negative
mantulll,0,neutral
seruuuuuuu,0,neutral
sugoii,0,neutral
nice,4,positive
kawaiiiiii,0,neutral
good,5,positive
bagus,-2,negative
keren,0,neutral
nice game,6,positive
good good,10,positive
ntapss,0,neutral
good,5,positive
nice game,6,positive
good job,5,positive
slurrrrpppp niceeee,0,neutral
good game,7,positive
nice games,4,positive
mantap njincc,5,positive
good game,7,positive
game bagus,0,neutral
like,0,neutral
mantap jiwa,5,positive
wow auto,0,neutral
nice game,6,positive
best games,0,neutral
bagus,-2,negative
nice game,6,positive
super fantastic,1,positive
suka,2,positive
seru bangett,-2,negative
addicted,0,neutral
seru banget,1,positive
well good,5,positive
good game,7,positive
nice game,6,positive
mantap dah,2,positive
nice game,6,positive
mntp grapich,0,neutral
nice game,6,positive
oke dah,-1,negative
love game,4,positive
good game,7,positive
coment,0,neutral
thats good,5,positive
best graphics,0,neutral
とても面白い,0,neutral
best,0,neutral
mantap uenak,5,positive
okhhhhhhhhhh mantap,5,positive
good game,7,positive
good game,7,positive
gitu,0,neutral
game mantap,7,positive
nice game,6,positive
game menarik,2,positive
mantappp cuiii,0,neutral
good game,7,positive
nice game,6,positive
perfect defense,0,neutral
good game,7,positive
good game,7,positive
like anime,0,neutral
great game,5,positive
bagus,-2,negative
try,0,neutral
mantap,5,positive
good game,7,positive
nice game,6,positive
terima kasih,3,positive
game bagus,0,neutral
xd funtastic,0,neutral
best game,2,positive
nice game,6,positive
love,2,positive
suka,2,positive
nice game,6,positive
mantap,5,positive
mantap,5,positive
fix problem said years ago game playable even potato device thx aichan lup yu,-2,negative
update,0,neutral
dear mihoyo enter game wait minutes enter game please fix immediately thank regards yusuf wayung,7,positive
cant download game update error notification signal g error download please fix future update rate go sir,-11,negative
couldnt finish downloading additional data always go back whenever connection problem pop even internet fine app make game continue downloading stops ive tried several time luck,7,positive
erase old program data first downloading latest update repeated many times update game takes gb capacity makes delete data manually redownload end lose internet quota twice folding total update size harming even think small thing hah,-6,negative
discrimination server corrupted sea server hell game corruption worker better rewards cn jpn global server,3,positive
problem solved thank answer also got ban using booster phone,-3,negative
cant play device black screen mihoyo device redmi note pro mediatek gt processor,0,neutral
hard log game please fix bug,-1,negative
overall good game reasonable top gameplay already good thanks developer im surprised survey way make game friendly reasonable players,22,positive
bad always stuck logo mihoyo every open game update latest version good connection free ram play game disappointed,5,positive
still nice good game sadly cant play since latest version didnt work phoenix os got blackscreen,8,positive
best game ever pls mihoyo read really love game thing dont like game collaboration pls mihoyo get collaboration,2,positive
membaik karna msih dpet rate rumayan mohon bantuannya ai chan,-3,negative
thank much aichan game really good say best action rpg playstore im waiting next game genshin impact soon portabel device,12,positive
best game event interesting variative fun play friend solo graphic image gameplay style event armada lot battle suit thank creator hope game good always play game,5,positive
nice game please give sss character give max star,3,positive
hey mihoyo think share crystal equipment captain another captain must awesome opinion,0,neutral
hope future chose location assetdata instalation like pc,0,neutral
ok cg bug mention earlier turns happened chapter story dont really mind tho already got kallen form first pull really excited play awesome game thank care ai chan star hope chapter dont bug rest amazing especially events keep good work,13,positive
game mobile download ngulang data trooss hapuuss,-1,negative
good people play good gameplease fix problem download asset mb game cant load anything black,8,positive
improving needs bug fix everyday updating setting,0,neutral
gacha ampas eq elit resources sulit kek silit developer pelit,-4,negative
minimal spek snapdragon helio p ram gb gb kosong medium fps,-5,negative
update download gb data smh,-3,negative
always getting bad gatcha supply thank,0,neutral
good grafik plus good game play like continue download even though im outside app,14,positive
please fix stuck loading screen,-3,negative
star deh kedepannya bug anti aliasing mohon fix,-2,negative
good game semoga permudah battle suit rank supply,7,positive
grapics great mobile games course story good dont forget easy control game really like,10,positive
good game mengalami kendala crashed forceclose tap enter fix thanks,10,positive
account lost restarted beginning,-3,negative
great game anime shoujo help get easy information rule game,9,positive
rate sampah mulu panteq,-3,negative
want ask login game get stuck,2,positive
best game ever hope game anime series tv absolute amazing,4,positive
私は日本人で東京にいます愛してるゆのみゆのみ,0,neutral
mantapp suka hi makasih ai chan udh ngasih valk gratis love u ai chan,14,positive
gamenya mantap story gamenya adaptasikan anime aichan onegaisimasu,5,positive
bug digame,0,neutral
perfect game want play,2,positive
event stage countdown sucks,0,neutral
budak ai chan mantap lurv ora exu ora uwu,3,positive
update trooos gacha ampas ai chan,-3,negative
worst game dev ever dont touch game mhy game,6,positive
nice effect nice perfomance big event cute,12,positive
say little stuck try changing better devicethanks,2,positive
good game adult,7,positive
perbaiki progres update,0,neutral
kasih gw fu hua azure empyrea bro,1,positive
best anime ever hope nd season anime,0,neutral
animasi skillvoiceceritaeffectdll bagus,-2,negative
good game well lag congrats,10,positive
good animation good story good gameplay expensive chip diamond,18,positive
stuck first download data game,-1,negative
seele waifu uwuskin tambahin donk,0,neutral
fixed thanks,3,positive
quit app cant resume download,0,neutral
hack slash game terbaik diutamakan pay win,3,positive
better update compressed minimum size,2,positive
please add energy thanks,0,neutral
menyukai game honkai impact,5,positive
give diamond karacter valkrie,3,positive
damn game much waifu,2,positive
tolong permudah hero type sssss,1,positive
please make easier get valkry,-3,negative
hmm wow,0,neutral
good job aichan,5,positive
best game ever played,2,positive
good darkbolt jonins scarf disappeared,5,positive
good keep,5,positive
best game ever,2,positive
permurah top,5,positive
dapet drop item,-5,negative
tolol game asu,-3,negative
mayan ngeteh asuk,0,neutral
best game ive ever played,2,positive
valkyrie rank selection aichan,0,neutral
nice game grafisnya ok best gamenya,10,positive
game yuri emang best ever,2,positive
nice game ever,6,positive
good game hard get equipment,7,positive
bagus complaint,-2,negative
good game good story good graphic good language translation,22,positive
game amazing like game,4,positive
keren abis,-1,negative
good game,7,positive
perfect game ever play,2,positive
nice characters easy game play,6,positive
update double anjing anjing,-8,negative
mantap ai chan,5,positive
play chinese version login chinese id,0,neutral
edited,0,neutral
good game like,7,positive
good,5,positive
nice,4,positive
cobq,0,neutral
baguds,0,neutral
goood,0,neutral
ilikeit,0,neutral
marvolious,0,neutral
good,5,positive
bagus,-2,negative
lumayan,-1,negative
nice,4,positive
bagus,-2,negative
lumayan,-1,negative
nice,4,positive
mantap,5,positive
niceeee,0,neutral
server long,0,neutral
good ok,9,positive
thkx game event mihoyo,2,positive
best game phone,2,positive
best pokonya,-2,negative
game ok,6,positive
good game,7,positive
bagus bgt,-2,negative
mantap jiwa,5,positive
bagus,-2,negative
oke,2,positive
bug,0,neutral
aichan,0,neutral
nice game,6,positive
bagus anjritt,-2,negative
coment,0,neutral
best gameee,0,neutral
pokok bagus,-2,negative
game favorite,6,positive
perfect rpg,0,neutral
nice game,6,positive
theresa kawaii,0,neutral
perfect,0,neutral
game curang,-3,negative
arigatou onichan,0,neutral
enakan,0,neutral
game cute,6,positive
love kiana,2,positive
game recommended,2,positive
good ea boejank,5,positive
anjay cewenya montoc,-3,negative
best dah pokoknya,-6,negative
best game ever,2,positive
game bagus friendly,0,neutral
good game amazing,7,positive
nice game,6,positive
soooooo cool,2,positive
wewww nice game,6,positive
best pokoke,0,neutral
ultimate good grafick,5,positive
nice hor,4,positive
download error mulu,-4,negative
best game forever,2,positive
add multiplayer,0,neutral
gijil asu,0,neutral
awesome best waifu,0,neutral
nice waifu hehe,4,positive
gim favorit,0,neutral
keren,0,neutral
love game,4,positive
best graphics best story,0,neutral
far good,5,positive
ntaps,0,neutral
good,5,positive
ok,4,positive
good,5,positive
good,5,positive
gud,0,neutral
cool,2,positive
menarik,0,neutral
bagus,-2,negative
bagus,-2,negative
great,3,positive
menarik,0,neutral
seru,0,neutral
mantav,0,neutral
mantap,5,positive
best,0,neutral
mantappp,0,neutral
keren,0,neutral
ok,4,positive
wow,0,neutral
perfect,0,neutral
ntapsss,0,neutral
sugoiii,0,neutral
yooo,0,neutral
lumayan,-1,negative
comeback,-2,negative
good,5,positive
guudd,0,neutral
mantul,0,neutral
good,5,positive
mantul,0,neutral
good,5,positive
ok,4,positive
seru,0,neutral
mantap,5,positive
good,5,positive
wow,0,neutral
mantul,0,neutral
mamtul,0,neutral
good,5,positive
nice,4,positive
w w,0,neutral
good,5,positive
good,5,positive
goood,0,neutral
good,5,positive
best,0,neutral
mantul,0,neutral
mantap,5,positive
perfect,0,neutral
komplete,0,neutral
kerenn,0,neutral
nice,4,positive
gud,0,neutral
siiip,0,neutral
keren,0,neutral
mantap,5,positive
nice,4,positive
ok,4,positive
mantap,5,positive
joz,0,neutral
bagus,-2,negative
awesome,0,neutral
best,0,neutral
nice,4,positive
mantab,0,neutral
awesome,0,neutral
like,0,neutral
mantap,5,positive
bagus,-2,negative
loved,0,neutral
good,5,positive
nice,4,positive
bagus,-2,negative
nicw,0,neutral
complex,0,neutral
nice,4,positive
keren,0,neutral
like,0,neutral
wibu,0,neutral
good,5,positive
mantaps,0,neutral
good,5,positive
keren,0,neutral
guud,0,neutral
mantaaapppp,0,neutral
oke,2,positive
good,5,positive
ngeteh,0,neutral
oke,2,positive
keren,0,neutral
nice,4,positive
mantap,5,positive
good,5,positive
nice,4,positive
nice,4,positive
bagus,-2,negative
good,5,positive
nice,4,positive
mantap,5,positive
lumayan,-1,negative
keren,0,neutral
duuaarr,0,neutral
nice,4,positive
mantab,0,neutral
op,0,neutral
nice,4,positive
good,5,positive
good,5,positive
top,5,positive
seru,0,neutral
jos,0,neutral
wow,0,neutral
madep,0,neutral
bagus,-2,negative
nice,4,positive
bagus,-2,negative
gud,0,neutral
kontool,0,neutral
love game,4,positive
kimochi,0,neutral
kereeennn,0,neutral
ntap,0,neutral
nice,4,positive
good game,7,positive
awesome,0,neutral
nice game,6,positive
best game,2,positive
nice game,6,positive
mantap,5,positive
best game,2,positive
good game,7,positive
nice game,6,positive
game wibu,2,positive
good game,7,positive
mantap cuy,5,positive
game bagoss,2,positive
mantul ok,4,positive
nice graphic,4,positive
nice game,6,positive
incredible game,2,positive
good game,7,positive
waifuku cantik,-2,negative
good game,7,positive
bagus,-2,negative
good,5,positive
keren dah,-3,negative
good game,7,positive
like,0,neutral
nice graphic,4,positive
amazing graphics,0,neutral
nice grafis,4,positive
love,2,positive
good game,7,positive
nays loli,0,neutral
suka banget,3,positive
pro gameee,0,neutral
bagus deh,-2,negative
mantul banget,1,positive
good fame,5,positive
waifunya kawaii,0,neutral
enjoy,3,positive
muantapppp abis,-1,negative
nice game,6,positive
game ok,6,positive
amazing game,2,positive
nice game,6,positive
nice game,6,positive
great game,5,positive
mantappp euy,0,neutral
good game,7,positive
good game,7,positive
gem gay,0,neutral
nice game,6,positive
good game,7,positive
nice game,6,positive
keren ae,0,neutral
mantep deh,0,neutral
ntapzs slurr,0,neutral
nice game,6,positive
waw esport,0,neutral
apik tenan,0,neutral
mantappu jiwa,0,neutral
nice game,6,positive
mantap kali,5,positive
goog game,2,positive
mantap kuy,6,positive
suka,2,positive
aj,0,neutral
smua mantap,5,positive
good game,7,positive
mantaap gan,0,neutral
good game,7,positive
comment,0,neutral
love game,4,positive
good game,7,positive
good game,7,positive
nice game,6,positive
game ok,6,positive
good game,7,positive
mantul game,2,positive
huwaaa,0,neutral
mantap,5,positive
able login updated app went ok updated however hours able login get stucked login screen tap continue,4,positive
press f himeko never got new battlesuit used new abyss even vermillon knight rarely used press f global server injustice got change game bronya impact instead change valks bronya pathetic filth pedophiles give another valks chance shine bastard,-4,negative
like gamebut go update games shows black screenis bugs something problems anyways game still great like,5,positive
damn happened honkai game bloated useless feature didnt run well device nowlag,2,positive
like game hate update install download playstore play game request download patch size gb update mb playstore want play game request download patch mb game request download patch size gb please dont use circle development game sorry english good thank,9,positive
dear mihoyo always ask us see cg guys destroyed smartphone results downloaded patch,4,positive
cant open game update newest version im using nokia plus please fix aichan admin,-2,negative
black screen issue fixed seems crash every time try log using facebook im using redmi,-4,negative
evil game low setting phone still lag sometime game freeze force close rip phone,-3,negative
plis aichan update game dont gb cant play tt,0,neutral
new update cant log facebook account application closed please fix,-6,negative
bad update size crazy apk gb update please split apk file obb data file resize apk,-9,negative
update cant log fb acc please fix love game much,1,positive
sorry game good think would great added automatic claim feature,3,positive
bug login facebook crash version like,-4,negative
hai aichan thanks help login chance play kevin kaslana someday,8,positive
aichan sugoi desu free rank valkriye hadiah baruu harap kasih gift kayak gini thank aichan ichiban daisuki uwu,6,positive
update mb lol update reinstall lol time move another game better,3,positive
good game good story animation one distrub im playing cant see characters dialogue download data,9,positive
cant login facebook account need fix problem please mihoyo,-7,negative
help fix problem ive already download honkai impact second time started cant login facebook account whenever try click facebook icon game always force close try log guest im actually enter game please advice,-3,negative
black screen logo mihoyo hanphone samsung,0,neutral
love pay win game lot easier ways search upgradings materials im looking forward game add new character new features much thanks developers,4,positive
fc pass adventure quest enough bngt,0,neutral
hmmkenapa pake hov pas ultimate kadang force closetolong diperbaiki,6,positive
good game bad size,4,positive
aq keberuntungan gacha mihoyo v,3,positive
good game make sure give reward newest membership old timer fanatic game make blast,9,positive
metric challenge stops loading,2,positive
please fix bug cant login facebook,-3,negative
wow love game graphic stories impressed thanks mihoyo,7,positive
amazing great fit business happy part company excited play game,13,positive
klen klen yg ngeluh bug hp klen k e n n g,-4,negative
please fix bug cant login via google play facebook,-3,negative
keren booooe klo mw rare karakterequipskilldll top upnya mmahal sekale,5,positive
many bugs fix,0,neutral
gatcha ampas ai chan,-3,negative
gamenya ngeshutter didevice maxprom,0,neutral
kono game wa mechakucha sugoii da goshujin wa omachi shite orimasu,2,positive
aichan pelit,-1,negative
like game girls sexy cute makes satisfied,6,positive
cant log fb account,0,neutral
many giga update already still installed,0,neutral
gewwwlaaaaaa sehhhh sukaaaa gamenya luv much uwuuu,0,neutral
love game subscribe youtube channel ramadroids,4,positive
many updates,0,neutral
good chara good npc good ost good bgm good storyline good event bad gacha obviously,26,positive
log via facebook,0,neutral
ai chan plis kasih gua gacha hoki aichan,-2,negative
love hi please reduce storage amount bit,0,neutral
ty kebanyakan event pffft,2,positive
help issue stuck connecting network,2,positive
thanks login,3,positive
gemeny gud uii ai chan kawaehh,0,neutral
good weeb like,5,positive
please add male character balance game,-1,negative
hello develeoper iam back,2,positive
fu hua best nuf said,0,neutral
thanks development bug fix,3,positive
thanks mihoyo solusi nyaa uwu,6,positive
fun game love game keep good work,11,positive
good ai chan v,5,positive
rita best maid,0,neutral
mantap best bed dah,2,positive
eyoyo eyoyo e welkam bak wit ashiap,0,neutral
need advanced size problem stability fps,-3,negative
thank much honkai lmpact,4,positive
gameplay grafik nice,4,positive
dimohon fokus bug min,1,positive
absolutely perfect,0,neutral
wow v,0,neutral
top,5,positive
senang game honkai impack,3,positive
nyangkut identify,0,neutral
best grafik thanks,3,positive
mantap djiwa v,5,positive
love game,4,positive
log facebook force close fix,-2,negative
seru,0,neutral
ok,4,positive
mantap,5,positive
gud,0,neutral
keren,0,neutral
hehe,0,neutral
sukoiiii,0,neutral
seru,0,neutral
good,5,positive
job,0,neutral
mantap,5,positive
bug,0,neutral
best game ever play,2,positive
waifu lu ngeyuri gays,0,neutral
nice graphic gameplay,4,positive
coba,1,positive
nice game,6,positive
like,0,neutral
gam bagus,-2,negative
game good,7,positive
nice gameplay,4,positive
mantap,5,positive
honkai,0,neutral
madep dah,-3,negative
game epic,2,positive
good game,7,positive
good game,7,positive
udah mantap,5,positive
main cuy,0,neutral
hng,0,neutral
keren,0,neutral
mantap,5,positive
optimalkan pls,-3,negative
like game,2,positive
nice,4,positive
good game mihoyo,7,positive
stuck update setting,0,neutral
suki desu seele,0,neutral
サットガットは満足,0,neutral
game goooooooooddddddd,2,positive
gabisa log facebook,0,neutral
kerwn bangettt game,2,positive
nice game brooh,6,positive
game wibu niceu,2,positive
good game,7,positive
ai chan pelit,-1,negative
ai chan terimakasih,5,positive
jelek,-5,negative
jelek,-5,negative
dislike,0,neutral
best best,0,neutral
coba,1,positive
bego,0,neutral
mantap,5,positive
ok,4,positive
mantap mantap,10,positive
nice,4,positive
ok,4,positive
sugoii,0,neutral
mantap,5,positive
keren,0,neutral
ok,4,positive
good,5,positive
good,5,positive
good,5,positive
nice,4,positive
nice,4,positive
ok,4,positive
wibuuh,0,neutral
god,0,neutral
good,5,positive
gud,0,neutral
good,5,positive
niasie,0,neutral
bagus,-2,negative
kereeen,0,neutral
mantab,0,neutral
good,5,positive
ntap,0,neutral
bgus,0,neutral
ok,4,positive
ok,4,positive
nice,4,positive
good,5,positive
good,5,positive
sugoi,0,neutral
keren,0,neutral
mantaap,0,neutral
seru,0,neutral
keren,0,neutral
bagus,-2,negative
keren,0,neutral
ｽｺﾞｲ,0,neutral
like,0,neutral
nice,4,positive
jos,0,neutral
seru,0,neutral
good,5,positive
ikkeh,0,neutral
jos,0,neutral
mantaps,0,neutral
ok,4,positive
nice,4,positive
ok,4,positive
good,5,positive
ok,4,positive
seruu,0,neutral
nice,4,positive
wow,0,neutral
sugoiii,0,neutral
good,5,positive
oke,2,positive
mantul,0,neutral
bagus,-2,negative
mantap,5,positive
nice,4,positive
mantul,0,neutral
lumayan,-1,negative
nice,4,positive
nice,4,positive
good,5,positive
siippp,0,neutral
best,0,neutral
mantul,0,neutral
bagus,-2,negative
bagus,-2,negative
good,5,positive
good,5,positive
good,5,positive
ehem,0,neutral
wow,0,neutral
mantap,5,positive
wow,0,neutral
bagus,-2,negative
mantul,0,neutral
oke,2,positive
suka,2,positive
good,5,positive
good,5,positive
keren,0,neutral
mantapp,0,neutral
good,5,positive
mantap,5,positive
goodd,0,neutral
josss,0,neutral
fun,0,neutral
amazing,0,neutral
gud,0,neutral
awesome,0,neutral
ナイス,0,neutral
good,5,positive
bagus,-2,negative
mantap,5,positive
seru,0,neutral
nicenicenicenice arigatou,0,neutral
nice game,6,positive
nice game,6,positive
gacha ampas,-3,negative
gud mhank,0,neutral
good game,7,positive
mantap jiwa,5,positive
bagus good,3,positive
bagus,-2,negative
good game,7,positive
good game,7,positive
grafiknya top,5,positive
nice game,6,positive
bagus jg,-2,negative
aplikasi jembot,-4,negative
like gim,0,neutral
nice game,6,positive
nice game,6,positive
nice game,6,positive
waw aja,1,positive
good game,7,positive
good job,5,positive
nica game,2,positive
good game,7,positive
game kerukunan,5,positive
love seele,2,positive
mantap cuy,5,positive
keren dah,-3,negative
keren,0,neutral
hebat,0,neutral
love game,4,positive
good game,7,positive
bagus,-2,negative
bad,-4,negative
mantap jiwa,5,positive
bagus,-2,negative
bagus kali,-2,negative
byk waifu,0,neutral
nob kuen,0,neutral
nice game,6,positive
mantap jiwaa,5,positive
good game,7,positive
nice game,6,positive
good game,7,positive
nice game,6,positive
key sip,0,neutral
like,0,neutral
best game,2,positive
app freak suddenly force restart audio glitch happening stages receiving rd chara also responding yesterday still planning keep playing see weither phone app phone problem gon change rating soon later im gon give higher star even want stop playing good game thanks good work,11,positive
disappointed developers game maybe grapik terms really spoiled eyes character skills attacks became monotonous less varied especially maintenance patch files go back beginning like uninstall continue downlod beginning,2,positive
awfully fast powercreep rate battlesuits repetitive gameplay battlesuit optimal potential locked signature weapons stigmatas overly dragged jumpy story grindy craftable equipment much worse even useless later add fact game doesnt explicitly tell going past normal account level wont give better rewards despite harder difficulty pve wish could take back time spent playing game,6,positive
stamina minute one match stamina needed hell long one reason much players others game fix please,5,positive
更新のたびにお粗末な別の gbファイルをダウンロードする必要があります,0,neutral
overall ok graphic party event hard android phone make graphic picture like disconnected set little lower,4,positive
gb boros pemainya kentang lagbye bye mihoyo memory hp penuh rip potato phone,-13,negative
best game ever playnah care gi anniversary reward enjoy hi anniversary reward man first time ever found game spare basic audio full download audio different download placejust spare tha resource,9,positive
hp realme proram memory snapdragon buka aplikasi gkbisawhat hell,-4,negative
already install apk official website stuck elevator update game got black screen please help,-2,negative
cant open honkai impact reason always stop black screen,-3,negative
gamex bagus recomended skali yg suka game anime action,2,positive
better update background costumers get bored downloadingupdate game,3,positive
really love mihoyo make game ts really good playing game really like vlkries design voice also really like story especially himeko died thanks mihoyo aichan,14,positive
u plz make us download whole game update bad game,0,neutral
